SKU,Category,Cost,Price
SKU01519,Automotive,13.12,18.5
SKU01520,Clothing,23.07,33.92
SKU01521,Electronics,12.31,21.43
SKU01522,Sports,38.05,52.01
SKU01523,Health,14.67,18.1
SKU01524,Clothing,44.24,73.5
SKU01525,Beauty,41.14,67.14
SKU01526,Automotive,22.83,32.81
SKU01527,Home & Garden,11.82,18.27
SKU01528,Sports,32.65,52.85
SKU01529,Health,26.15,41.89
SKU01530,Toys,26.46,45.09
SKU01531,Sports,40.26,57.23
SKU01532,Food,35.53,51.82
SKU01533,Health,48.69,65.33
SKU01534,Toys,32.15,59.2
SKU01535,Home & Garden,28.23,46.99
SKU01536,Books,5.47,10.49
SKU01537,Health,41.44,81.23
SKU01538,Food,49.21,62.45
SKU01539,Food,15.2,25.14
SKU01540,Books,24.79,42.52
SKU01541,Books,10.24,13.33
SKU01542,Food,45.61,68.71
SKU01543,Books,45.75,85.47
SKU01544,Health,24.85,33.79
SKU01545,Sports,20.89,38.43
SKU01546,Toys,14.82,28.87
SKU01547,Health,40.3,67.65
SKU01548,Food,16.13,30.54
SKU01549,Food,32.23,44.36
SKU01550,Food,26.53,32.28
SKU01551,Toys,7.68,12.93
SKU01552,Health,17.75,33.19
SKU01553,Food,21.82,37.1
SKU01554,Home & Garden,13.3,18.11
SKU01555,Home & Garden,7.3,11.09
SKU01556,Home & Garden,44.76,63.4
SKU01557,Health,11.54,18.52
SKU01558,Books,6.16,10.12
SKU01559,Home & Garden,44.51,73.28
SKU01560,Books,7.19,9.19
SKU01561,Toys,42.01,80.74
SKU01562,Electronics,34.05,42.1
SKU01563,Beauty,18.35,23.15
SKU01564,Automotive,10.71,13.91
SKU01565,Automotive,12.47,15.56
SKU01566,Toys,35.79,70.13
SKU01567,Clothing,46.76,59.52
SKU01568,Clothing,35.26,47.1
SKU01569,Home & Garden,19.9,36.08
SKU01570,Automotive,23.69,28.89
SKU01571,Electronics,6.0,11.94
SKU01572,Home & Garden,48.55,79.62
SKU01573,Beauty,19.19,29.07
SKU01574,Books,9.36,12.58
SKU01575,Clothing,35.49,58.12
SKU01576,Clothing,19.94,36.4
SKU01577,Clothing,33.25,57.12
SKU01578,Home & Garden,49.66,69.16
SKU01579,Toys,37.86,60.27
SKU01580,Electronics,23.44,46.46
SKU01581,Food,5.75,7.8
SKU01582,Food,17.27,30.83
SKU01583,Electronics,42.47,78.28
SKU01584,Electronics,48.07,91.92
SKU01585,Home & Garden,25.68,44.71
SKU01586,Food,30.58,38.15
SKU01587,Home & Garden,22.82,29.81
SKU01588,Food,47.72,90.84
SKU01589,Beauty,10.74,16.4
SKU01590,Toys,20.99,36.43
SKU01591,Food,31.51,61.47
SKU01592,Clothing,30.9,41.07
SKU01593,Automotive,13.95,20.25
SKU01594,Clothing,8.11,15.1
SKU01595,Home & Garden,20.97,38.25
SKU01596,Sports,36.47,53.41
SKU01597,Books,30.53,56.09
SKU01598,Health,28.09,36.64
SKU01599,Electronics,10.99,15.49
SKU01600,Books,7.74,13.59
SKU01601,Clothing,17.97,21.65
SKU01602,Toys,45.86,63.93
SKU01603,Toys,6.08,10.14
SKU01604,Beauty,10.79,17.9
SKU01605,Electronics,9.11,15.5
SKU01606,Electronics,21.27,27.66
SKU01607,Home & Garden,45.35,61.54
SKU01608,Electronics,43.77,72.74
SKU01609,Automotive,19.22,32.71
SKU01610,Food,24.34,43.8
SKU01611,Home & Garden,16.51,24.13
SKU01612,Electronics,17.1,23.23
SKU01613,Food,22.31,34.56
SKU01614,Toys,31.53,39.54
SKU01615,Automotive,8.67,11.01
SKU01616,Health,39.77,70.47
SKU01617,Clothing,17.75,26.98
SKU01618,Automotive,32.22,48.65
SKU01619,Beauty,35.1,64.55
SKU01620,Sports,16.97,24.88
SKU01621,Automotive,44.88,70.32
SKU01622,Sports,41.35,78.92
SKU01623,Sports,49.86,88.56
SKU01624,Automotive,44.59,55.26
SKU01625,Automotive,11.19,13.44
SKU01626,Books,11.22,21.17
SKU01627,Beauty,23.73,35.25
SKU01628,Beauty,6.81,10.97
SKU01629,Toys,23.48,32.12
SKU01630,Beauty,41.17,52.16
SKU01631,Health,40.19,72.84
SKU01632,Automotive,11.83,17.31
SKU01633,Food,10.88,18.91
SKU01634,Health,30.88,42.16
SKU01635,Toys,21.51,28.35
SKU01636,Toys,19.1,32.63
SKU01637,Toys,23.24,32.89
SKU01638,Beauty,42.13,77.36
SKU01639,Food,39.43,51.84
SKU01640,Home & Garden,48.03,72.11
SKU01641,Home & Garden,40.46,77.79
SKU01642,Toys,9.91,13.86
SKU01643,Sports,26.85,43.95
SKU01644,Food,43.58,78.95
SKU01645,Automotive,46.03,58.83
SKU01646,Toys,35.71,52.33
SKU01647,Electronics,35.12,48.64
SKU01648,Home & Garden,18.77,23.48
SKU01649,Toys,5.23,8.14
SKU01650,Books,35.72,49.6
SKU01651,Beauty,44.21,63.28
SKU01652,Toys,43.63,56.96
SKU01653,Electronics,31.9,40.38
SKU01654,Toys,16.35,31.05
SKU01655,Toys,18.82,35.53
SKU01656,Electronics,26.4,49.61
SKU01657,Food,12.57,23.5
SKU01658,Books,33.62,51.15
SKU01659,Books,28.0,47.14
SKU01660,Home & Garden,40.69,80.77
SKU01661,Home & Garden,36.92,47.42
SKU01662,Sports,26.1,46.05
SKU01663,Electronics,18.69,24.51
SKU01664,Clothing,23.35,44.58
SKU01665,Toys,20.74,39.2
SKU01666,Food,17.18,24.03
SKU01667,Automotive,10.95,21.71
SKU01668,Sports,29.49,58.41
SKU01669,Automotive,12.72,16.97
SKU01670,Food,44.6,71.55
SKU01671,Automotive,11.23,22.3
SKU01672,Toys,26.33,41.1
SKU01673,Automotive,31.79,48.71
SKU01674,Books,23.48,43.54
SKU01675,Books,41.91,72.05
SKU01676,Electronics,11.18,15.89
SKU01677,Food,38.85,62.55
SKU01678,Clothing,38.59,55.92
SKU01679,Automotive,24.59,47.61
SKU01680,Home & Garden,7.46,10.17
SKU01681,Books,43.79,56.24
SKU01682,Sports,28.08,40.02
SKU01683,Clothing,12.55,16.27
SKU01684,Electronics,37.58,73.02
SKU01685,Electronics,36.75,53.15
SKU01686,Clothing,8.29,14.87
SKU01687,Electronics,37.34,48.11
SKU01688,Sports,46.3,59.57
SKU01689,Clothing,7.42,10.03
SKU01690,Beauty,33.11,41.88
SKU01691,Toys,20.36,31.66
SKU01692,Food,41.68,79.27
SKU01693,Clothing,43.97,53.11
SKU01694,Health,29.07,35.77
SKU01695,Food,26.75,53.21
SKU01696,Beauty,17.58,32.09
SKU01697,Sports,49.65,93.63
SKU01698,Books,29.06,54.84
SKU01699,Health,15.56,28.87
SKU01700,Sports,42.24,50.71
SKU01701,Electronics,47.81,62.62
SKU01702,Food,13.42,22.07
SKU01703,Food,15.08,22.47
SKU01704,Toys,48.99,90.44
SKU01705,Home & Garden,19.86,25.53
SKU01706,Clothing,18.39,26.46
SKU01707,Food,12.39,22.64
SKU01708,Toys,37.31,53.23
SKU01709,Automotive,8.17,15.76
SKU01710,Electronics,41.96,68.63
SKU01711,Books,12.73,20.14
SKU01712,Books,43.68,58.32
SKU01713,Toys,5.6,9.01
SKU01714,Electronics,42.64,68.31
SKU01715,Electronics,41.88,80.02
SKU01716,Books,17.79,25.46
SKU01717,Sports,38.95,60.63
SKU01718,Home & Garden,36.54,49.53
SKU01719,Electronics,27.65,50.8
SKU01720,Automotive,34.05,45.1
SKU01721,Books,23.07,42.32
SKU01722,Toys,23.61,29.08
SKU01723,Health,14.45,20.35
SKU01724,Health,38.06,66.98
SKU01725,Food,22.65,44.35
SKU01726,Clothing,39.36,50.65
SKU01727,Food,32.91,52.07
SKU01728,Health,39.56,67.36
SKU01729,Clothing,25.26,41.05
SKU01730,Food,44.94,76.41
SKU01731,Clothing,46.58,86.47
SKU01732,Sports,33.6,49.89
SKU01733,Food,42.12,73.75
SKU01734,Books,22.2,28.98
SKU01735,Health,48.55,83.8
SKU01736,Home & Garden,33.93,57.02
SKU01737,Automotive,28.67,51.83
SKU01738,Electronics,13.69,21.59
SKU01739,Health,13.11,16.88
SKU01740,Food,23.59,32.07
SKU01741,Toys,8.25,13.7
SKU01742,Health,37.64,56.02
SKU01743,Books,22.41,28.33
SKU01744,Beauty,14.32,23.41
SKU01745,Beauty,45.99,55.41
SKU01746,Automotive,16.05,29.69
SKU01747,Sports,46.67,62.04
SKU01748,Beauty,37.16,51.74
SKU01749,Clothing,44.8,73.62
SKU01750,Electronics,13.8,18.39
SKU01751,Books,31.97,43.51
SKU01752,Electronics,10.17,12.24
SKU01753,Sports,31.24,51.96
SKU01754,Automotive,19.13,30.6
SKU01755,Books,44.27,56.21
SKU01756,Health,24.07,35.47
SKU01757,Electronics,25.02,39.81
SKU01758,Clothing,46.27,76.02
SKU01759,Electronics,24.39,35.36
SKU01760,Home & Garden,24.52,46.06
SKU01761,Home & Garden,49.36,90.48
SKU01762,Toys,33.04,59.26
SKU01763,Beauty,43.03,65.23
SKU01764,Electronics,5.9,7.38
SKU01765,Health,31.25,49.11
SKU01766,Toys,33.56,45.28
SKU01767,Automotive,14.86,19.17
SKU01768,Food,26.81,32.75
SKU01769,Sports,14.72,29.06
SKU01770,Health,48.07,74.11
SKU01771,Electronics,45.41,73.56
SKU01772,Beauty,35.63,61.76
SKU01773,Books,14.27,17.13
SKU01774,Clothing,5.99,8.91
SKU01775,Food,22.45,29.42
SKU01776,Clothing,11.89,21.2
SKU01777,Home & Garden,27.16,47.81
SKU01778,Sports,23.82,34.48
SKU01779,Toys,27.38,36.76
SKU01780,Clothing,19.75,36.59
SKU01781,Books,22.71,35.86
SKU01782,Home & Garden,20.3,38.48
SKU01783,Books,39.96,75.04
SKU01784,Home & Garden,12.45,21.97
SKU01785,Books,10.36,13.6
SKU01786,Toys,14.53,17.92
SKU01787,Books,42.64,75.2
SKU01788,Health,35.01,54.21
SKU01789,Food,37.37,72.64
SKU01790,Food,16.65,20.68
SKU01791,Health,9.56,17.53
SKU01792,Home & Garden,26.7,33.27
SKU01793,Health,12.48,18.77
SKU01794,Toys,45.43,75.69
SKU01795,Home & Garden,46.52,84.19
SKU01796,Clothing,13.27,19.41
SKU01797,Automotive,32.11,51.12
SKU01798,Beauty,17.58,23.02
SKU01799,Sports,13.89,25.62
SKU01800,Beauty,39.85,60.11
SKU01801,Toys,38.75,71.45
SKU01802,Clothing,8.14,15.58
SKU01803,Food,27.61,40.37
SKU01804,Toys,42.64,80.59
SKU01805,Toys,20.13,38.99
SKU01806,Health,7.23,12.29
SKU01807,Toys,26.83,34.02
SKU01808,Beauty,20.18,27.11
SKU01809,Automotive,15.65,24.83
SKU01810,Clothing,8.37,10.76
SKU01811,Health,13.77,22.09
SKU01812,Sports,22.01,43.69
SKU01813,Automotive,10.36,12.74
SKU01814,Sports,24.12,36.34
SKU01815,Food,24.71,46.33
SKU01816,Clothing,9.53,14.43
SKU01817,Sports,25.21,41.9
SKU01818,Toys,34.42,50.95
SKU01819,Beauty,9.8,14.63
SKU01820,Health,23.19,46.26
SKU01821,Clothing,48.65,92.05
SKU01822,Beauty,28.27,53.11
SKU01823,Clothing,25.5,40.44
SKU01824,Food,16.93,22.62
SKU01825,Beauty,23.86,30.8
SKU01826,Clothing,46.08,77.79
SKU01827,Toys,16.24,23.95
SKU01828,Health,28.19,36.13
SKU01829,Clothing,5.72,11.28
SKU01830,Books,32.14,40.62
SKU01831,Books,22.73,42.76
SKU01832,Food,31.18,56.53
SKU01833,Books,29.18,39.5
SKU01834,Sports,33.06,43.14
SKU01835,Clothing,43.02,68.02
SKU01836,Food,39.22,68.28
SKU01837,Sports,39.04,61.66
SKU01838,Health,47.49,94.81
SKU01839,Books,26.09,34.39
SKU01840,Food,14.41,18.79
SKU01841,Sports,42.74,78.93
SKU01842,Health,6.55,10.2
SKU01843,Books,18.58,22.85
SKU01844,Automotive,29.23,56.42
SKU01845,Toys,32.95,42.73
SKU01846,Clothing,47.09,84.82
SKU01847,Health,26.97,49.9
SKU01848,Health,24.29,41.36
SKU01849,Food,36.54,66.21
SKU01850,Home & Garden,14.22,26.13
SKU01851,Toys,18.96,28.81
SKU01852,Toys,17.72,25.59
SKU01853,Sports,46.33,57.34
SKU01854,Sports,48.95,73.51
SKU01855,Sports,33.3,57.02
SKU01856,Books,13.13,25.71
SKU01857,Automotive,19.68,35.52
SKU01858,Sports,27.02,35.3
SKU01859,Clothing,38.41,53.1
SKU01860,Sports,18.5,29.21
SKU01861,Food,34.87,45.14
SKU01862,Beauty,31.25,59.61
SKU01863,Food,5.75,8.46
SKU01864,Food,23.87,42.03
SKU01865,Automotive,31.34,44.03
SKU01866,Electronics,36.13,62.47
SKU01867,Beauty,18.98,30.59
SKU01868,Food,45.95,81.5
SKU01869,Automotive,40.9,77.36
SKU01870,Sports,47.25,67.85
SKU01871,Sports,39.06,68.41
SKU01872,Clothing,43.83,69.45
SKU01873,Electronics,10.0,12.25
SKU01874,Sports,44.5,60.66
SKU01875,Food,12.13,15.16
SKU01876,Food,48.73,78.46
SKU01877,Electronics,26.12,49.28
SKU01878,Clothing,12.91,20.78
SKU01879,Sports,40.1,63.25
SKU01880,Food,5.43,6.84
SKU01881,Clothing,41.92,50.55
SKU01882,Health,19.82,24.61
SKU01883,Health,25.72,45.46
SKU01884,Home & Garden,28.47,37.0
SKU01885,Electronics,17.68,23.83
SKU01886,Books,8.56,10.6
SKU01887,Health,11.05,17.39
SKU01888,Beauty,24.28,29.66
SKU01889,Sports,30.29,39.06
SKU01890,Beauty,45.2,69.89
SKU01891,Electronics,49.4,69.2
SKU01892,Toys,45.9,83.91
SKU01893,Books,47.54,59.23
SKU01894,Food,7.27,11.91
SKU01895,Automotive,48.15,63.28
SKU01896,Clothing,19.59,38.44
SKU01897,Home & Garden,23.22,46.42
SKU01898,Home & Garden,41.93,63.47
SKU01899,Beauty,11.95,18.55
SKU01900,Toys,7.88,9.92
SKU01901,Clothing,18.64,36.79
SKU01902,Food,22.68,31.91
SKU01903,Electronics,45.93,55.35
SKU01904,Clothing,47.19,82.29
SKU01905,Toys,12.27,24.15
SKU01906,Sports,40.47,49.34
SKU01907,Clothing,25.25,44.29
SKU01908,Electronics,14.59,27.63
SKU01909,Toys,29.22,47.53
SKU01910,Sports,9.36,11.65
SKU01911,Automotive,43.4,69.38
SKU01912,Beauty,7.66,10.85
SKU01913,Beauty,36.27,58.48
SKU01914,Automotive,35.06,45.81
SKU01915,Beauty,41.77,50.58
SKU01916,Electronics,20.61,31.86
SKU01917,Beauty,20.11,32.4
SKU01918,Home & Garden,20.21,35.66
SKU01919,Books,15.1,24.21
SKU01920,Food,28.0,43.58
SKU01921,Clothing,34.45,65.38
SKU01922,Clothing,44.06,73.42
SKU01923,Clothing,21.74,27.7
SKU01924,Toys,16.81,27.99
SKU01925,Automotive,15.98,31.53
SKU01926,Home & Garden,29.77,47.96
SKU01927,Sports,42.69,62.25
SKU01928,Clothing,28.67,50.19
SKU01929,Food,10.38,14.37
SKU01930,Food,7.22,10.89
SKU01931,Electronics,38.63,47.83
SKU01932,Health,19.43,26.31
SKU01933,Toys,39.37,63.44
SKU01934,Clothing,25.01,41.55
SKU01935,Health,40.38,61.55
SKU01936,Automotive,37.22,62.75
SKU01937,Food,27.32,32.96
SKU01938,Clothing,31.83,57.02
SKU01939,Clothing,42.87,52.49
SKU01940,Clothing,23.78,34.43
SKU01941,Home & Garden,11.02,21.63
SKU01942,Home & Garden,8.1,12.86
SKU01943,Electronics,32.91,53.84
SKU01944,Sports,9.03,16.0
SKU01945,Sports,14.61,22.34
SKU01946,Health,5.33,8.57
SKU01947,Books,22.59,44.76
SKU01948,Home & Garden,41.01,57.14
SKU01949,Beauty,37.25,55.38
SKU01950,Beauty,27.77,50.6
SKU01951,Sports,38.6,46.71
SKU01952,Toys,35.93,52.1
SKU01953,Home & Garden,33.6,67.02
SKU01954,Sports,15.16,20.33
SKU01955,Health,24.99,32.73
SKU01956,Home & Garden,18.23,28.38
SKU01957,Beauty,45.94,86.43
SKU01958,Automotive,9.7,16.05
SKU01959,Beauty,25.61,38.86
SKU01960,Toys,30.57,43.4
SKU01961,Home & Garden,16.73,27.02
SKU01962,Food,12.84,21.02
SKU01963,Sports,28.34,35.17
SKU01964,Food,18.34,35.65
SKU01965,Sports,19.53,27.46
SKU01966,Automotive,29.93,43.05
SKU01967,Toys,36.84,47.34
SKU01968,Toys,18.58,35.67
SKU01969,Sports,10.13,17.37
SKU01970,Beauty,30.98,53.2
SKU01971,Toys,41.3,57.89
SKU01972,Clothing,33.75,42.7
SKU01973,Home & Garden,18.17,29.73
SKU01974,Health,24.44,48.86
SKU01975,Food,12.35,15.85
SKU01976,Home & Garden,26.98,43.7
SKU01977,Automotive,17.02,32.83
SKU01978,Books,10.81,19.39
SKU01979,Health,32.97,45.36
SKU01980,Food,11.1,15.64
SKU01981,Toys,22.4,41.6
SKU01982,Books,42.57,75.28
SKU01983,Home & Garden,38.12,54.13
SKU01984,Health,20.34,40.65
SKU01985,Home & Garden,40.51,68.15
SKU01986,Electronics,49.92,62.9
SKU01987,Electronics,42.64,84.4
SKU01988,Clothing,7.94,14.74
SKU01989,Clothing,44.57,71.82
SKU01990,Home & Garden,34.26,68.04
SKU01991,Automotive,38.83,64.87
SKU01992,Home & Garden,9.37,11.72
SKU01993,Health,7.48,11.53
SKU01994,Toys,46.78,80.14
SKU01995,Sports,28.64,35.88
SKU01996,Toys,46.12,91.55
SKU01997,Books,20.99,36.64
SKU01998,Health,37.19,52.61
SKU01999,Beauty,20.44,35.43
SKU02000,Electronics,5.54,7.26
SKU02001,Beauty,49.24,78.54
SKU02002,Clothing,35.18,65.34
SKU02003,Health,30.77,40.31
SKU02004,Automotive,44.47,62.02
SKU02005,Books,35.22,51.68
SKU02006,Beauty,46.0,85.4
SKU02007,Beauty,7.19,13.49
SKU02008,Clothing,20.41,33.41
SKU02009,Health,38.89,69.3
SKU02010,Sports,13.47,18.15
SKU02011,Toys,47.65,72.3
SKU02012,Toys,7.21,11.95
SKU02013,Books,19.7,29.15
SKU02014,Beauty,48.5,75.29
SKU02015,Electronics,33.15,55.19
SKU02016,Food,35.91,68.75
SKU02017,Health,20.86,27.14
SKU02018,Clothing,35.43,66.85
SKU02019,Electronics,8.48,13.66
SKU02020,Automotive,9.75,18.05
SKU02021,Health,32.82,59.91
SKU02022,Health,34.72,64.14
SKU02023,Toys,38.64,72.67
SKU02024,Sports,33.82,49.08
SKU02025,Electronics,6.49,12.73
SKU02026,Automotive,12.49,22.11
SKU02027,Beauty,15.59,24.88
SKU02028,Health,26.76,32.43
SKU02029,Health,39.15,62.67
SKU02030,Beauty,11.6,19.91
SKU02031,Toys,45.28,75.12
SKU02032,Clothing,31.72,57.21
SKU02033,Home & Garden,46.02,89.4
SKU02034,Health,5.1,10.14
SKU02035,Automotive,20.95,34.61
SKU02036,Food,46.19,65.24
SKU02037,Health,13.85,27.12
SKU02038,Clothing,45.81,61.16
SKU02039,Sports,29.56,51.64
SKU02040,Electronics,26.11,32.81
SKU02041,Toys,20.11,33.37
SKU02042,Health,28.1,36.13
SKU02043,Home & Garden,10.86,18.63
SKU02044,Sports,42.8,70.02
SKU02045,Sports,46.57,86.48
SKU02046,Clothing,10.61,15.83
SKU02047,Clothing,35.47,61.94
SKU02048,Food,5.8,7.43
SKU02049,Health,25.5,48.78
SKU02050,Home & Garden,42.46,84.63
SKU02051,Books,13.25,15.98
SKU02052,Electronics,49.35,86.33
SKU02053,Home & Garden,40.94,52.63
SKU02054,Home & Garden,43.57,80.76
SKU02055,Sports,33.38,51.54
SKU02056,Food,8.52,14.14
SKU02057,Health,47.13,92.02
SKU02058,Electronics,47.88,66.62
SKU02059,Electronics,16.38,20.53
SKU02060,Automotive,17.21,20.71
SKU02061,Clothing,37.45,52.64
SKU02062,Beauty,40.61,70.84
SKU02063,Sports,33.2,43.73
SKU02064,Food,15.58,26.82
SKU02065,Home & Garden,44.08,59.04
SKU02066,Toys,5.76,11.11
SKU02067,Sports,41.89,83.75
SKU02068,Toys,8.46,12.95
SKU02069,Electronics,48.45,93.63
SKU02070,Clothing,40.78,53.36
SKU02071,Automotive,7.78,13.91
SKU02072,Home & Garden,9.51,13.47
SKU02073,Home & Garden,14.17,19.96
SKU02074,Automotive,20.4,40.5
SKU02075,Sports,23.73,31.63
SKU02076,Home & Garden,41.94,59.77
SKU02077,Toys,7.55,9.78
SKU02078,Clothing,15.97,23.07
SKU02079,Books,25.06,44.29
SKU02080,Beauty,12.83,19.1
SKU02081,Books,27.5,35.81
SKU02082,Toys,29.07,58.04
SKU02083,Health,33.57,63.35
SKU02084,Toys,40.84,68.46
SKU02085,Health,41.61,73.74
SKU02086,Food,45.96,60.83
SKU02087,Sports,9.21,11.18
SKU02088,Toys,17.47,27.25
SKU02089,Beauty,44.69,87.92
SKU02090,Home & Garden,43.32,81.92
SKU02091,Books,20.45,24.85
SKU02092,Home & Garden,5.39,6.55
SKU02093,Health,24.59,39.84
SKU02094,Clothing,5.34,8.21
SKU02095,Automotive,11.55,21.97
SKU02096,Electronics,15.49,28.66
SKU02097,Health,13.0,19.26
SKU02098,Health,33.26,62.0
SKU02099,Health,31.89,57.13
SKU02100,Electronics,29.36,36.47
SKU02101,Clothing,14.19,24.15
SKU02102,Food,27.83,43.23
SKU02103,Electronics,30.46,58.9
SKU02104,Clothing,25.3,44.91
SKU02105,Automotive,27.16,36.77
SKU02106,Food,14.8,20.72
SKU02107,Toys,25.84,41.08
SKU02108,Home & Garden,33.67,64.61
SKU02109,Food,11.72,22.79
SKU02110,Books,25.11,45.76
SKU02111,Automotive,12.41,18.92
SKU02112,Clothing,36.97,56.75
SKU02113,Toys,22.19,27.13
SKU02114,Toys,21.14,36.05
SKU02115,Home & Garden,9.93,19.58
SKU02116,Sports,48.3,95.23
SKU02117,Automotive,37.29,67.92
SKU02118,Clothing,9.52,15.3
SKU02119,Books,16.17,32.19
SKU02120,Home & Garden,29.0,57.9
SKU02121,Health,14.54,20.23
SKU02122,Toys,6.87,9.38
SKU02123,Automotive,5.88,11.2
SKU02124,Home & Garden,20.23,24.39
SKU02125,Toys,43.62,66.57
SKU02126,Home & Garden,34.26,61.44
SKU02127,Electronics,10.47,17.87
SKU02128,Clothing,21.59,39.21
SKU02129,Automotive,10.21,19.15
SKU02130,Toys,28.41,34.94
SKU02131,Electronics,45.85,58.23
SKU02132,Sports,14.7,27.21
SKU02133,Clothing,14.04,25.89
SKU02134,Books,18.01,35.34
SKU02135,Home & Garden,30.53,45.85
SKU02136,Electronics,17.31,26.31
SKU02137,Home & Garden,48.22,59.58
SKU02138,Food,16.6,29.23
SKU02139,Home & Garden,7.23,12.14
SKU02140,Health,5.6,9.14
SKU02141,Sports,27.45,34.53
SKU02142,Clothing,10.65,19.3
SKU02143,Health,26.84,35.41
SKU02144,Electronics,29.14,55.02
SKU02145,Home & Garden,32.59,43.21
SKU02146,Home & Garden,33.94,61.43
SKU02147,Clothing,33.21,46.58
SKU02148,Toys,41.8,82.9
SKU02149,Books,25.47,45.92
SKU02150,Beauty,28.44,49.35
SKU02151,Clothing,16.73,24.05
SKU02152,Health,43.53,55.69
SKU02153,Beauty,8.56,13.33
SKU02154,Beauty,37.4,47.91
SKU02155,Clothing,36.35,46.44
SKU02156,Books,15.61,27.64
SKU02157,Beauty,41.1,61.98
SKU02158,Sports,31.71,41.28
SKU02159,Home & Garden,12.24,21.54
SKU02160,Food,43.39,72.25
SKU02161,Electronics,41.66,81.19
SKU02162,Automotive,21.27,31.62
SKU02163,Sports,31.3,57.51
SKU02164,Beauty,26.24,41.77
SKU02165,Electronics,42.44,64.62
SKU02166,Electronics,47.05,83.8
SKU02167,Home & Garden,15.73,28.86
SKU02168,Books,28.75,47.32
SKU02169,Health,15.75,30.86
SKU02170,Health,12.67,19.74
SKU02171,Electronics,6.58,9.6
SKU02172,Health,18.07,22.86
SKU02173,Home & Garden,25.13,49.56
SKU02174,Sports,17.52,23.6
SKU02175,Toys,25.6,46.27
SKU02176,Clothing,8.45,14.63
SKU02177,Toys,23.85,43.43
SKU02178,Electronics,37.52,73.41
SKU02179,Clothing,31.25,49.07
SKU02180,Automotive,13.92,26.44
SKU02181,Health,24.3,32.83
SKU02182,Health,17.04,27.52
SKU02183,Sports,8.69,11.79
SKU02184,Toys,38.06,55.47
SKU02185,Sports,29.52,41.79
SKU02186,Health,27.21,42.52
SKU02187,Beauty,16.93,29.41
SKU02188,Home & Garden,14.09,18.15
SKU02189,Electronics,40.4,64.96
SKU02190,Food,10.18,17.01
SKU02191,Books,14.03,26.72
SKU02192,Health,19.11,32.41
SKU02193,Sports,23.47,45.69
SKU02194,Food,43.23,70.3
SKU02195,Beauty,49.15,88.09
SKU02196,Books,39.04,49.83
SKU02197,Toys,23.16,46.21
SKU02198,Home & Garden,7.26,9.08
SKU02199,Food,14.13,25.38
SKU02200,Home & Garden,34.95,55.74
SKU02201,Sports,18.55,25.96
SKU02202,Books,16.46,26.19
SKU02203,Automotive,14.21,23.5
SKU02204,Books,11.4,14.16
SKU02205,Home & Garden,17.57,26.28
SKU02206,Clothing,44.85,54.18
SKU02207,Sports,30.73,45.02
SKU02208,Food,27.85,44.54
SKU02209,Electronics,5.71,8.49
SKU02210,Beauty,11.1,14.62
SKU02211,Books,9.54,12.97
SKU02212,Beauty,47.19,82.74
