SKU,Current Stock,Ordered Stock,Lead Time,Reorder Point
SKU01993,178,86,12,71
SKU01994,485,24,8,96
SKU01995,55,57,8,82
SKU01996,115,57,12,31
SKU01997,253,21,7,49
SKU01998,152,23,6,94
SKU01999,498,80,13,30
SKU02000,166,93,11,32
SKU02001,95,54,13,93
SKU02002,350,25,3,53
SKU02003,84,23,6,45
SKU02004,108,80,5,83
SKU02005,256,15,11,40
SKU02006,242,78,12,97
SKU02007,348,68,5,42
SKU02008,443,74,4,70
SKU02009,227,86,9,88
SKU02010,88,2,9,78
SKU02011,75,32,7,77
SKU02012,128,1,11,61
SKU02013,181,19,4,65
SKU02014,337,27,3,89
SKU02015,105,34,8,65
SKU02016,488,88,12,94
SKU02017,374,50,8,82
SKU02018,405,35,6,65
SKU02019,229,52,4,79
SKU02020,218,17,8,95
SKU02021,70,99,9,76
SKU02022,88,28,8,46
SKU02023,385,59,5,78
SKU02024,150,1,6,77
SKU02025,287,13,13,87
SKU02026,408,57,5,31
SKU02027,292,40,5,45
SKU02028,437,11,9,43
SKU02029,296,11,5,34
SKU02030,386,31,12,72
SKU02031,386,68,12,38
SKU02032,482,32,6,47
SKU02033,58,61,11,58
SKU02034,430,77,11,44
SKU02035,439,41,6,86
SKU02036,482,43,9,43
SKU02037,436,61,12,93
SKU02038,151,44,12,87
SKU02039,304,19,12,86
SKU02040,245,77,3,81
SKU02041,342,7,4,34
SKU02042,423,68,11,61
SKU02043,338,66,4,58
SKU02044,180,89,11,59
SKU02045,442,25,4,91
SKU02046,52,45,6,54
SKU02047,228,12,9,73
SKU02048,212,54,9,38
SKU02049,179,60,8,70
SKU02050,221,63,4,98
SKU02051,107,43,12,85
SKU02052,220,88,4,59
SKU02053,120,69,8,84
SKU02054,372,12,5,55
SKU02055,362,23,7,99
SKU02056,348,59,12,78
SKU02057,347,75,3,95
SKU02058,60,97,12,47
SKU02059,134,99,10,81
SKU02060,95,43,8,82
SKU02061,236,93,4,59
SKU02062,313,97,11,49
SKU02063,330,18,7,56
SKU02064,89,95,12,56
SKU02065,239,82,4,71
SKU02066,462,38,11,62
SKU02067,278,82,3,45
SKU02068,328,6,12,41
SKU02069,121,4,12,98
SKU02070,226,25,7,51
SKU02071,318,27,3,52
SKU02072,402,17,4,59
SKU02073,331,15,9,62
SKU02074,203,47,3,67
SKU02075,435,5,4,67
SKU02076,155,87,4,56
SKU02077,474,71,12,46
SKU02078,296,61,12,99
SKU02079,199,5,12,68
SKU02080,189,98,8,80
SKU02081,200,47,9,79
SKU02082,138,12,7,39
SKU02083,232,8,6,31
SKU02084,458,12,4,80
SKU02085,235,33,5,32
SKU02086,169,58,8,77
SKU02087,241,18,5,34
SKU02088,372,10,11,97
SKU02089,178,90,4,41
SKU02090,382,40,4,66
SKU02091,222,79,10,51
SKU02092,405,10,9,87
SKU02093,223,28,5,44
SKU02094,365,94,12,72
SKU02095,257,73,3,93
SKU02096,209,63,5,31
SKU02097,201,86,4,67
SKU02098,80,25,5,54
SKU02099,353,64,7,96
SKU02100,395,17,11,67
SKU02101,136,20,11,94
SKU02102,454,26,12,99
SKU02103,93,99,3,69
SKU02104,293,2,9,95
SKU02105,297,45,8,59
SKU02106,118,8,7,40
SKU02107,118,98,13,95
SKU02108,265,30,3,68
SKU02109,143,45,7,89
SKU02110,80,10,9,31
SKU02111,154,26,5,31
SKU02112,408,20,12,34
SKU02113,229,44,7,49
SKU02114,304,60,8,49
SKU02115,74,1,11,61
SKU02116,75,69,11,96
SKU02117,274,0,5,34
SKU02118,62,18,11,86
SKU02119,420,34,7,51
SKU02120,408,76,11,76
SKU02121,487,2,7,60
SKU02122,118,87,10,62
SKU02123,249,87,4,45
SKU02124,421,75,12,68
SKU02125,138,45,10,76
SKU02126,221,8,10,79
SKU02127,126,59,13,44
SKU02128,341,62,7,70
SKU02129,379,23,4,78
SKU02130,195,6,6,98
SKU02131,109,54,5,58
SKU02132,200,13,3,62
SKU02133,202,20,3,52
SKU02134,106,80,12,43
SKU02135,142,19,5,82
SKU02136,408,55,4,52
SKU02137,495,32,9,47
SKU02138,122,32,8,46
SKU02139,68,90,8,63
SKU02140,133,24,6,40
SKU02141,396,15,12,90
SKU02142,302,93,3,36
SKU02143,321,98,12,45
SKU02144,473,11,5,50
SKU02145,227,42,6,46
SKU02146,337,40,8,56
SKU02147,453,24,4,38
SKU02148,141,52,8,32
SKU02149,152,96,9,30
SKU02150,150,69,4,76
SKU02151,286,25,11,43
SKU02152,231,70,12,60
SKU02153,364,94,12,46
SKU02154,447,35,12,53
SKU02155,158,62,8,54
SKU02156,236,31,6,47
SKU02157,86,25,11,93
SKU02158,377,19,8,59
SKU02159,102,91,5,92
SKU02160,316,30,3,48
SKU02161,445,14,13,66
SKU02162,78,25,4,44
SKU02163,293,3,8,79
SKU02164,215,22,13,57
SKU02165,243,7,13,47
SKU02166,488,49,8,38
SKU02167,444,62,5,82
SKU02168,472,77,10,57
SKU02169,124,38,11,50
SKU02170,443,42,5,77
SKU02171,135,20,6,79
SKU02172,200,12,7,33
SKU02173,383,71,11,64
SKU02174,150,20,12,47
SKU02175,402,71,5,72
SKU02176,144,97,8,96
SKU02177,445,99,4,31
SKU02178,448,22,3,36
SKU02179,271,27,3,61
SKU02180,375,87,8,56
SKU02181,387,87,7,53
SKU02182,407,33,10,76
SKU02183,252,85,8,53
SKU02184,370,17,11,57
SKU02185,429,70,9,63
SKU02186,444,85,12,64
SKU02187,165,92,12,57
SKU02188,428,81,4,53
SKU02189,185,52,10,33
SKU02190,149,4,3,78
SKU02191,403,29,10,92
SKU02192,224,25,11,66
SKU02193,275,6,10,68
SKU02194,239,91,7,33
SKU02195,413,24,9,57
SKU02196,246,66,12,49
SKU02197,132,10,10,96
SKU02198,312,22,9,63
SKU02199,411,18,12,38
SKU02200,353,81,11,77
SKU02201,222,24,6,54
SKU02202,452,38,9,56
SKU02203,153,73,6,48
SKU02204,304,27,7,62
SKU02205,289,9,5,59
SKU02206,71,2,7,77
SKU02207,307,75,8,35
SKU02208,156,39,13,31
SKU02209,250,1,3,84
SKU02210,249,59,3,35
SKU02211,285,18,13,30
SKU02212,284,32,10,61
