SKU,Current_Stock,Forecast,Category
SKU01704,375,12.0,Toys
SKU01705,487,15.0,Home & Garden
SKU01706,439,20.0,Clothing
SKU01707,72,25.0,Food
SKU01708,76,8.0,Toys
SKU01709,158,30.0,Automotive
SKU01710,118,12.0,Electronics
SKU01711,427,15.0,Books
SKU01712,168,20.0,Books
SKU01713,128,25.0,Toys
SKU01714,83,8.0,Electronics
SKU01715,200,30.0,Electronics
SKU01716,81,12.0,Books
SKU01717,440,15.0,Sports
SKU01718,152,20.0,Home & Garden
SKU01719,277,25.0,Electronics
SKU01720,219,8.0,Automotive
SKU01721,81,30.0,Books
SKU01722,258,12.0,Toys
SKU01723,179,15.0,Health
SKU01724,320,20.0,Health
SKU01725,327,25.0,Food
SKU01726,150,8.0,Clothing
SKU01727,90,30.0,Food
SKU01728,415,12.0,Health
SKU01729,179,15.0,Clothing
SKU01730,186,20.0,Food
SKU01731,166,25.0,Clothing
SKU01732,252,8.0,Sports
SKU01733,232,30.0,Food
SKU01734,323,12.0,Books
SKU01735,131,15.0,Health
SKU01736,482,20.0,Home & Garden
SKU01737,425,25.0,Automotive
SKU01738,254,8.0,Electronics
SKU01739,296,30.0,Health
SKU01740,75,12.0,Food
SKU01741,223,15.0,Toys
SKU01742,180,20.0,Health
SKU01743,324,25.0,Books
SKU01744,233,8.0,Beauty
SKU01745,104,30.0,Beauty
SKU01746,405,12.0,Automotive
SKU01747,457,15.0,Sports
SKU01748,178,20.0,Beauty
SKU01749,167,25.0,Clothing
SKU01750,397,8.0,Electronics
SKU01751,203,30.0,Books
SKU01752,75,12.0,Electronics
SKU01753,485,15.0,Sports
SKU01754,447,20.0,Automotive
SKU01755,267,25.0,Books
SKU01756,127,8.0,Health
SKU01757,198,30.0,Electronics
SKU01758,115,12.0,Clothing
SKU01759,386,15.0,Electronics
SKU01760,236,20.0,Home & Garden
SKU01761,317,25.0,Home & Garden
SKU01762,388,8.0,Toys
SKU01763,405,30.0,Beauty
SKU01764,229,12.0,Electronics
SKU01765,120,15.0,Health
SKU01766,133,20.0,Toys
SKU01767,184,25.0,Automotive
SKU01768,192,8.0,Food
SKU01769,72,30.0,Sports
SKU01770,320,12.0,Health
SKU01771,203,15.0,Electronics
SKU01772,426,20.0,Beauty
SKU01773,168,25.0,Books
SKU01774,315,8.0,Clothing
SKU01775,218,30.0,Food
SKU01776,194,12.0,Clothing
SKU01777,317,15.0,Home & Garden
SKU01778,403,20.0,Sports
SKU01779,387,25.0,Toys
SKU01780,61,8.0,Clothing
SKU01781,441,30.0,Books
SKU01782,490,12.0,Home & Garden
SKU01783,57,15.0,Books
SKU01784,261,20.0,Home & Garden
SKU01785,289,25.0,Books
SKU01786,285,8.0,Toys
SKU01787,265,30.0,Books
SKU01788,178,12.0,Health
SKU01789,295,15.0,Food
SKU01790,379,20.0,Food
SKU01791,194,25.0,Health
SKU01792,457,8.0,Home & Garden
SKU01793,297,30.0,Health
SKU01794,431,12.0,Toys
SKU01795,492,15.0,Home & Garden
SKU01796,293,20.0,Clothing
SKU01797,123,25.0,Automotive
SKU01798,283,8.0,Beauty
SKU01799,275,30.0,Sports
SKU01800,113,12.0,Beauty
SKU01801,262,15.0,Toys
SKU01802,466,20.0,Clothing
SKU01803,484,25.0,Food
SKU01804,221,8.0,Toys
SKU01805,226,30.0,Toys
SKU01806,267,12.0,Health
SKU01807,62,15.0,Toys
SKU01808,91,20.0,Beauty
SKU01809,491,25.0,Automotive
SKU01810,257,8.0,Clothing
SKU01811,358,30.0,Health
SKU01812,161,12.0,Sports
SKU01813,231,15.0,Automotive
SKU01814,308,20.0,Sports
SKU01815,299,25.0,Food
SKU01816,131,8.0,Clothing
SKU01817,176,30.0,Sports
SKU01818,200,12.0,Toys
SKU01819,320,15.0,Beauty
SKU01820,382,20.0,Health
SKU01821,192,25.0,Clothing
SKU01822,465,8.0,Beauty
SKU01823,114,30.0,Clothing
SKU01824,494,12.0,Food
SKU01825,200,15.0,Beauty
SKU01826,358,20.0,Clothing
SKU01827,61,25.0,Toys
SKU01828,333,8.0,Health
SKU01829,415,30.0,Clothing
SKU01830,127,12.0,Books
SKU01831,373,15.0,Books
SKU01832,154,20.0,Food
SKU01833,123,25.0,Books
SKU01834,215,8.0,Sports
SKU01835,356,30.0,Clothing
SKU01836,400,12.0,Food
SKU01837,330,15.0,Sports
SKU01838,150,20.0,Health
SKU01839,358,25.0,Books
SKU01840,112,8.0,Food
SKU01841,398,30.0,Sports
SKU01842,219,12.0,Health
SKU01843,403,15.0,Books
SKU01844,417,20.0,Automotive
SKU01845,223,25.0,Toys
SKU01846,139,8.0,Clothing
SKU01847,199,30.0,Health
SKU01848,373,12.0,Health
SKU01849,98,15.0,Food
SKU01850,416,20.0,Home & Garden
SKU01851,147,25.0,Toys
SKU01852,429,8.0,Toys
SKU01853,76,30.0,Sports
SKU01854,263,12.0,Sports
SKU01855,125,15.0,Sports
SKU01856,245,20.0,Books
SKU01857,133,25.0,Automotive
SKU01858,65,8.0,Sports
SKU01859,86,30.0,Clothing
SKU01860,94,12.0,Sports
SKU01861,68,15.0,Food
SKU01862,166,20.0,Beauty
SKU01863,243,25.0,Food
SKU01864,91,8.0,Food
SKU01865,427,30.0,Automotive
SKU01866,177,12.0,Electronics
SKU01867,242,15.0,Beauty
SKU01868,262,20.0,Food
SKU01869,118,25.0,Automotive
SKU01870,357,8.0,Sports
SKU01871,220,30.0,Sports
SKU01872,210,12.0,Clothing
SKU01873,270,15.0,Electronics
SKU01874,427,20.0,Sports
SKU01875,434,25.0,Food
SKU01876,141,8.0,Food
SKU01877,231,30.0,Electronics
SKU01878,67,12.0,Clothing
SKU01879,142,15.0,Sports
SKU01880,286,20.0,Food
SKU01881,276,25.0,Clothing
SKU01882,176,8.0,Health
SKU01883,221,30.0,Health
SKU01884,488,12.0,Home & Garden
SKU01885,324,15.0,Electronics
SKU01886,167,20.0,Books
SKU01887,364,25.0,Health
SKU01888,332,8.0,Beauty
SKU01889,111,30.0,Sports
SKU01890,374,12.0,Beauty
SKU01891,85,15.0,Electronics
SKU01892,246,20.0,Toys
SKU01893,245,25.0,Books
SKU01894,374,8.0,Food
SKU01895,260,30.0,Automotive
SKU01896,335,12.0,Clothing
SKU01897,258,15.0,Home & Garden
SKU01898,461,20.0,Home & Garden
SKU01899,260,25.0,Beauty
SKU01900,262,8.0,Toys
SKU01901,96,30.0,Clothing
SKU01902,417,12.0,Food
SKU01903,216,15.0,Electronics
SKU01904,121,20.0,Clothing
SKU01905,451,25.0,Toys
SKU01906,250,8.0,Sports
SKU01907,131,30.0,Clothing
SKU01908,497,12.0,Electronics
SKU01909,208,15.0,Toys
SKU01910,360,20.0,Sports
SKU01911,184,25.0,Automotive
SKU01912,157,8.0,Beauty
SKU01913,408,30.0,Beauty
SKU01914,245,12.0,Automotive
SKU01915,247,15.0,Beauty
SKU01916,431,20.0,Electronics
SKU01917,406,25.0,Beauty
SKU01918,263,8.0,Home & Garden
SKU01919,116,30.0,Books
SKU01920,318,12.0,Food
SKU01921,280,15.0,Clothing
SKU01922,183,20.0,Clothing
SKU01923,268,25.0,Clothing
SKU01924,73,8.0,Toys
SKU01925,308,30.0,Automotive
SKU01926,225,12.0,Home & Garden
SKU01927,157,15.0,Sports
SKU01928,351,20.0,Clothing
SKU01929,322,25.0,Food
SKU01930,298,8.0,Food
SKU01931,357,30.0,Electronics
SKU01932,416,12.0,Health
SKU01933,491,15.0,Toys
SKU01934,133,20.0,Clothing
SKU01935,230,25.0,Health
SKU01936,89,8.0,Automotive
SKU01937,425,30.0,Food
SKU01938,431,12.0,Clothing
SKU01939,443,15.0,Clothing
SKU01940,124,20.0,Clothing
SKU01941,346,25.0,Home & Garden
SKU01942,275,8.0,Home & Garden
SKU01943,248,30.0,Electronics
SKU01944,444,12.0,Sports
SKU01945,215,15.0,Sports
SKU01946,98,20.0,Health
SKU01947,163,25.0,Books
SKU01948,215,8.0,Home & Garden
SKU01949,187,30.0,Beauty
SKU01950,349,12.0,Beauty
SKU01951,359,15.0,Sports
SKU01952,51,20.0,Toys
SKU01953,374,25.0,Home & Garden
SKU01954,197,8.0,Sports
SKU01955,460,30.0,Health
SKU01956,96,12.0,Home & Garden
SKU01957,275,15.0,Beauty
SKU01958,400,20.0,Automotive
SKU01959,398,25.0,Beauty
SKU01960,88,8.0,Toys
SKU01961,78,30.0,Home & Garden
SKU01962,252,12.0,Food
SKU01963,88,15.0,Sports
SKU01964,115,20.0,Food
SKU01965,496,25.0,Sports
SKU01966,461,8.0,Automotive
SKU01967,133,30.0,Toys
SKU01968,259,12.0,Toys
SKU01969,314,15.0,Sports
SKU01970,279,20.0,Beauty
SKU01971,134,25.0,Toys
SKU01972,436,8.0,Clothing
SKU01973,395,30.0,Home & Garden
SKU01974,303,12.0,Health
SKU01975,306,15.0,Food
SKU01976,485,20.0,Home & Garden
SKU01977,284,25.0,Automotive
SKU01978,204,8.0,Books
SKU01979,367,30.0,Health
SKU01980,313,12.0,Food
SKU01981,70,15.0,Toys
SKU01982,390,20.0,Books
SKU01983,313,25.0,Home & Garden
SKU01984,320,8.0,Health
SKU01985,334,30.0,Home & Garden
SKU01986,391,12.0,Electronics
SKU01987,281,15.0,Electronics
SKU01988,481,20.0,Clothing
SKU01989,484,25.0,Clothing
SKU01990,91,8.0,Home & Garden
SKU01991,410,30.0,Automotive
SKU01992,371,12.0,Home & Garden
SKU01993,178,15.0,Health
SKU01994,485,20.0,Toys
SKU01995,55,25.0,Sports
SKU01996,115,8.0,Toys
SKU01997,253,30.0,Books
SKU01998,152,12.0,Health
SKU01999,498,15.0,Beauty
SKU02000,166,20.0,Electronics
SKU02001,95,25.0,Beauty
SKU02002,350,8.0,Clothing
SKU02003,84,30.0,Health
SKU02004,108,12.0,Automotive
SKU02005,256,15.0,Books
SKU02006,242,20.0,Beauty
SKU02007,348,25.0,Beauty
SKU02008,443,8.0,Clothing
SKU02009,227,30.0,Health
SKU02010,88,12.0,Sports
SKU02011,75,15.0,Toys
SKU02012,128,20.0,Toys
SKU02013,181,25.0,Books
SKU02014,337,8.0,Beauty
SKU02015,105,30.0,Electronics
SKU02016,488,12.0,Food
SKU02017,374,15.0,Health
SKU02018,405,20.0,Clothing
SKU02019,229,25.0,Electronics
SKU02020,218,8.0,Automotive
SKU02021,70,30.0,Health
SKU02022,88,12.0,Health
SKU02023,385,15.0,Toys
SKU02024,150,20.0,Sports
SKU02025,287,25.0,Electronics
SKU02026,408,8.0,Automotive
SKU02027,292,30.0,Beauty
SKU02028,437,12.0,Health
SKU02029,296,15.0,Health
SKU02030,386,20.0,Beauty
SKU02031,386,25.0,Toys
SKU02032,482,8.0,Clothing
SKU02033,58,30.0,Home & Garden
SKU02034,430,12.0,Health
SKU02035,439,15.0,Automotive
SKU02036,482,20.0,Food
SKU02037,436,25.0,Health
SKU02038,151,8.0,Clothing
SKU02039,304,30.0,Sports
SKU02040,245,12.0,Electronics
SKU02041,342,15.0,Toys
SKU02042,423,20.0,Health
SKU02043,338,25.0,Home & Garden
SKU02044,180,8.0,Sports
SKU02045,442,30.0,Sports
SKU02046,52,12.0,Clothing
SKU02047,228,15.0,Clothing
SKU02048,212,20.0,Food
SKU02049,179,25.0,Health
SKU02050,221,8.0,Home & Garden
SKU02051,107,30.0,Books
SKU02052,220,12.0,Electronics
SKU02053,120,15.0,Home & Garden
SKU02054,372,20.0,Home & Garden
SKU02055,362,25.0,Sports
SKU02056,348,8.0,Food
SKU02057,347,30.0,Health
SKU02058,60,12.0,Electronics
SKU02059,134,15.0,Electronics
SKU02060,95,20.0,Automotive
SKU02061,236,25.0,Clothing
SKU02062,313,8.0,Beauty
SKU02063,330,30.0,Sports
SKU02064,89,12.0,Food
SKU02065,239,15.0,Home & Garden
SKU02066,462,20.0,Toys
SKU02067,278,25.0,Sports
SKU02068,328,8.0,Toys
SKU02069,121,30.0,Electronics
SKU02070,226,12.0,Clothing
SKU02071,318,15.0,Automotive
SKU02072,402,20.0,Home & Garden
SKU02073,331,25.0,Home & Garden
SKU02074,203,8.0,Automotive
SKU02075,435,30.0,Sports
SKU02076,155,12.0,Home & Garden
SKU02077,474,15.0,Toys
SKU02078,296,20.0,Clothing
SKU02079,199,25.0,Books
SKU02080,189,8.0,Beauty
SKU02081,200,30.0,Books
SKU02082,138,12.0,Toys
SKU02083,232,15.0,Health
SKU02084,458,20.0,Toys
SKU02085,235,25.0,Health
SKU02086,169,8.0,Food
SKU02087,241,30.0,Sports
SKU02088,372,12.0,Toys
SKU02089,178,15.0,Beauty
SKU02090,382,20.0,Home & Garden
SKU02091,222,25.0,Books
SKU02092,405,8.0,Home & Garden
SKU02093,223,30.0,Health
SKU02094,365,12.0,Clothing
SKU02095,257,15.0,Automotive
SKU02096,209,20.0,Electronics
SKU02097,201,25.0,Health
SKU02098,80,8.0,Health
SKU02099,353,30.0,Health
SKU02100,395,12.0,Electronics
SKU02101,136,15.0,Clothing
SKU02102,454,20.0,Food
SKU02103,93,25.0,Electronics
SKU02104,293,8.0,Clothing
SKU02105,297,30.0,Automotive
SKU02106,118,12.0,Food
SKU02107,118,15.0,Toys
SKU02108,265,20.0,Home & Garden
SKU02109,143,25.0,Food
SKU02110,80,8.0,Books
SKU02111,154,30.0,Automotive
SKU02112,408,12.0,Clothing
SKU02113,229,15.0,Toys
SKU02114,304,20.0,Toys
SKU02115,74,25.0,Home & Garden
SKU02116,75,8.0,Sports
SKU02117,274,30.0,Automotive
SKU02118,62,12.0,Clothing
SKU02119,420,15.0,Books
SKU02120,408,20.0,Home & Garden
SKU02121,487,25.0,Health
SKU02122,118,8.0,Toys
SKU02123,249,30.0,Automotive
SKU02124,421,12.0,Home & Garden
SKU02125,138,15.0,Toys
SKU02126,221,20.0,Home & Garden
SKU02127,126,25.0,Electronics
SKU02128,341,8.0,Clothing
SKU02129,379,30.0,Automotive
SKU02130,195,12.0,Toys
SKU02131,109,15.0,Electronics
SKU02132,200,20.0,Sports
SKU02133,202,25.0,Clothing
SKU02134,106,8.0,Books
SKU02135,142,30.0,Home & Garden
SKU02136,408,12.0,Electronics
SKU02137,495,15.0,Home & Garden
SKU02138,122,20.0,Food
SKU02139,68,25.0,Home & Garden
SKU02140,133,8.0,Health
SKU02141,396,30.0,Sports
SKU02142,302,12.0,Clothing
SKU02143,321,15.0,Health
SKU02144,473,20.0,Electronics
SKU02145,227,25.0,Home & Garden
SKU02146,337,8.0,Home & Garden
SKU02147,453,30.0,Clothing
SKU02148,141,12.0,Toys
SKU02149,152,15.0,Books
SKU02150,150,20.0,Beauty
SKU02151,286,25.0,Clothing
SKU02152,231,8.0,Health
SKU02153,364,30.0,Beauty
SKU02154,447,12.0,Beauty
SKU02155,158,15.0,Clothing
SKU02156,236,20.0,Books
SKU02157,86,25.0,Beauty
SKU02158,377,8.0,Sports
SKU02159,102,30.0,Home & Garden
SKU02160,316,12.0,Food
SKU02161,445,15.0,Electronics
SKU02162,78,20.0,Automotive
SKU02163,293,25.0,Sports
SKU02164,215,8.0,Beauty
SKU02165,243,30.0,Electronics
SKU02166,488,12.0,Electronics
SKU02167,444,15.0,Home & Garden
SKU02168,472,20.0,Books
SKU02169,124,25.0,Health
SKU02170,443,8.0,Health
SKU02171,135,30.0,Electronics
SKU02172,200,12.0,Health
SKU02173,383,15.0,Home & Garden
SKU02174,150,20.0,Sports
SKU02175,402,25.0,Toys
SKU02176,144,8.0,Clothing
SKU02177,445,30.0,Toys
SKU02178,448,12.0,Electronics
SKU02179,271,15.0,Clothing
SKU02180,375,20.0,Automotive
SKU02181,387,25.0,Health
SKU02182,407,8.0,Health
SKU02183,252,30.0,Sports
SKU02184,370,12.0,Toys
SKU02185,429,15.0,Sports
SKU02186,444,20.0,Health
SKU02187,165,25.0,Beauty
SKU02188,428,8.0,Home & Garden
SKU02189,185,30.0,Electronics
SKU02190,149,12.0,Food
SKU02191,403,15.0,Books
SKU02192,224,20.0,Health
SKU02193,275,25.0,Sports
SKU02194,239,8.0,Food
SKU02195,413,30.0,Beauty
SKU02196,246,12.0,Books
SKU02197,132,15.0,Toys
SKU02198,312,20.0,Home & Garden
SKU02199,411,25.0,Food
SKU02200,353,8.0,Home & Garden
SKU02201,222,30.0,Sports
SKU02202,452,12.0,Books
SKU02203,153,15.0,Automotive
SKU02204,304,20.0,Books
SKU02205,289,25.0,Home & Garden
SKU02206,71,8.0,Clothing
SKU02207,307,30.0,Sports
SKU02208,156,12.0,Food
SKU02209,250,15.0,Electronics
SKU02210,249,20.0,Beauty
SKU02211,285,25.0,Books
SKU02212,284,8.0,Beauty
