SKU,Current_Stock,Forecast,Stockout_Risk,Overstock_Risk,Risk_Score,Recommendation,Category
SKU00888,175,12.0,None,High,75,Markdown/Clear,Books
SKU00889,201,15.0,None,High,75,Markdown/Clear,Home & Garden
SKU00890,106,20.0,None,High,75,Markdown/Clear,Food
SKU00891,419,25.0,None,High,75,Markdown/Clear,Automotive
SKU00892,184,8.0,None,High,75,Markdown/Clear,Electronics
SKU00893,74,30.0,None,High,75,Markdown/Clear,Home & Garden
SKU00894,86,12.0,None,High,75,Markdown/Clear,Books
SKU00895,438,15.0,None,High,75,Markdown/Clear,Food
SKU00896,213,20.0,None,High,75,Markdown/Clear,Toys
SKU00897,153,25.0,None,High,75,Markdown/Clear,Health
SKU00898,479,8.0,None,High,75,Markdown/Clear,Clothing
SKU00899,407,30.0,None,High,75,Markdown/Clear,Automotive
SKU00900,447,12.0,None,High,75,Markdown/Clear,Clothing
SKU00901,110,15.0,None,High,75,Markdown/Clear,Food
SKU00902,115,20.0,None,High,75,Markdown/Clear,Sports
SKU00903,283,25.0,None,High,75,Markdown/Clear,Books
SKU00904,371,8.0,None,High,75,Markdown/Clear,Automotive
SKU00905,233,30.0,None,High,75,Markdown/Clear,Clothing
SKU00906,441,12.0,None,High,75,Markdown/Clear,Clothing
SKU00907,76,15.0,None,High,75,Markdown/Clear,Toys
SKU00908,344,20.0,None,High,75,Markdown/Clear,Clothing
SKU00909,486,25.0,None,High,75,Markdown/Clear,Toys
SKU00910,102,8.0,None,High,75,Markdown/Clear,Food
SKU00911,263,30.0,None,High,75,Markdown/Clear,Toys
SKU00912,72,12.0,None,High,75,Markdown/Clear,Beauty
SKU00913,103,15.0,None,High,75,Markdown/Clear,Food
SKU00914,419,20.0,None,High,75,Markdown/Clear,Beauty
SKU00915,415,25.0,None,High,75,Markdown/Clear,Food
SKU00916,79,8.0,None,High,75,Markdown/Clear,Automotive
SKU00917,313,30.0,None,High,75,Markdown/Clear,Home & Garden
SKU00918,339,12.0,None,High,75,Markdown/Clear,Toys
SKU00919,128,15.0,None,High,75,Markdown/Clear,Health
SKU00920,323,20.0,None,High,75,Markdown/Clear,Sports
SKU00921,258,25.0,None,High,75,Markdown/Clear,Clothing
SKU00922,313,8.0,None,High,75,Markdown/Clear,Beauty
SKU00923,477,30.0,None,High,75,Markdown/Clear,Sports
SKU00924,156,12.0,None,High,75,Markdown/Clear,Clothing
SKU00925,211,15.0,None,High,75,Markdown/Clear,Clothing
SKU00926,356,20.0,None,High,75,Markdown/Clear,Automotive
SKU00927,247,25.0,None,High,75,Markdown/Clear,Electronics
SKU00928,450,8.0,None,High,75,Markdown/Clear,Toys
SKU00929,466,30.0,None,High,75,Markdown/Clear,Clothing
SKU00930,443,12.0,None,High,75,Markdown/Clear,Automotive
SKU00931,284,15.0,None,High,75,Markdown/Clear,Automotive
SKU00932,73,20.0,None,High,75,Markdown/Clear,Clothing
SKU00933,480,25.0,None,High,75,Markdown/Clear,Home & Garden
SKU00934,389,8.0,None,High,75,Markdown/Clear,Beauty
SKU00935,342,30.0,None,High,75,Markdown/Clear,Health
SKU00936,408,12.0,None,High,75,Markdown/Clear,Automotive
SKU00937,195,15.0,None,High,75,Markdown/Clear,Food
SKU00938,259,20.0,None,High,75,Markdown/Clear,Books
SKU00939,435,25.0,None,High,75,Markdown/Clear,Electronics
SKU00940,359,8.0,None,High,75,Markdown/Clear,Automotive
SKU00941,286,30.0,None,High,75,Markdown/Clear,Books
SKU00942,312,12.0,None,High,75,Markdown/Clear,Food
SKU00943,77,15.0,None,High,75,Markdown/Clear,Clothing
SKU00944,359,20.0,None,High,75,Markdown/Clear,Automotive
SKU00945,301,25.0,None,High,75,Markdown/Clear,Clothing
SKU00946,167,8.0,None,High,75,Markdown/Clear,Clothing
SKU00947,93,30.0,None,High,75,Markdown/Clear,Toys
SKU00948,62,12.0,None,High,75,Markdown/Clear,Food
SKU00949,307,15.0,None,High,75,Markdown/Clear,Beauty
SKU00950,187,20.0,None,High,75,Markdown/Clear,Home & Garden
SKU00951,160,25.0,None,High,75,Markdown/Clear,Books
SKU00952,78,8.0,None,High,75,Markdown/Clear,Electronics
SKU00953,395,30.0,None,High,75,Markdown/Clear,Home & Garden
SKU00954,321,12.0,None,High,75,Markdown/Clear,Toys
SKU00955,332,15.0,None,High,75,Markdown/Clear,Books
SKU00956,224,20.0,None,High,75,Markdown/Clear,Toys
SKU00957,470,25.0,None,High,75,Markdown/Clear,Sports
SKU00958,82,8.0,None,High,75,Markdown/Clear,Home & Garden
SKU00959,293,30.0,None,High,75,Markdown/Clear,Toys
SKU00960,277,12.0,None,High,75,Markdown/Clear,Automotive
SKU00961,380,15.0,None,High,75,Markdown/Clear,Toys
SKU00962,263,20.0,None,High,75,Markdown/Clear,Electronics
SKU00963,462,25.0,None,High,75,Markdown/Clear,Toys
SKU00964,254,8.0,None,High,75,Markdown/Clear,Automotive
SKU00965,267,30.0,None,High,75,Markdown/Clear,Books
SKU00966,168,12.0,None,High,75,Markdown/Clear,Food
SKU00967,380,15.0,None,High,75,Markdown/Clear,Books
SKU00968,108,20.0,None,High,75,Markdown/Clear,Home & Garden
SKU00969,75,25.0,None,High,75,Markdown/Clear,Electronics
SKU00970,388,8.0,None,High,75,Markdown/Clear,Toys
SKU00971,400,30.0,None,High,75,Markdown/Clear,Automotive
SKU00972,98,12.0,None,High,75,Markdown/Clear,Food
SKU00973,237,15.0,None,High,75,Markdown/Clear,Beauty
SKU00974,291,20.0,None,High,75,Markdown/Clear,Sports
SKU00975,133,25.0,None,High,75,Markdown/Clear,Toys
SKU00976,210,8.0,None,High,75,Markdown/Clear,Food
SKU00977,275,30.0,None,High,75,Markdown/Clear,Health
SKU00978,95,12.0,None,High,75,Markdown/Clear,Books
SKU00979,111,15.0,None,High,75,Markdown/Clear,Electronics
SKU00980,446,20.0,None,High,75,Markdown/Clear,Beauty
SKU00981,142,25.0,None,High,75,Markdown/Clear,Automotive
SKU00982,258,8.0,None,High,75,Markdown/Clear,Clothing
SKU00983,400,30.0,None,High,75,Markdown/Clear,Beauty
SKU00984,321,12.0,None,High,75,Markdown/Clear,Clothing
SKU00985,233,15.0,None,High,75,Markdown/Clear,Books
SKU00986,381,20.0,None,High,75,Markdown/Clear,Toys
SKU00987,68,25.0,None,High,75,Markdown/Clear,Home & Garden
SKU00988,439,8.0,None,High,75,Markdown/Clear,Electronics
SKU00989,108,30.0,None,High,75,Markdown/Clear,Clothing
SKU00990,294,12.0,None,High,75,Markdown/Clear,Toys
SKU00991,296,15.0,None,High,75,Markdown/Clear,Beauty
SKU00992,401,20.0,None,High,75,Markdown/Clear,Automotive
SKU00993,88,25.0,None,High,75,Markdown/Clear,Clothing
SKU00994,186,8.0,None,High,75,Markdown/Clear,Toys
SKU00995,150,30.0,None,High,75,Markdown/Clear,Home & Garden
SKU00996,265,12.0,None,High,75,Markdown/Clear,Electronics
SKU00997,104,15.0,None,High,75,Markdown/Clear,Clothing
SKU00998,150,20.0,None,High,75,Markdown/Clear,Health
SKU00999,413,25.0,None,High,75,Markdown/Clear,Electronics
SKU01000,487,8.0,None,High,75,Markdown/Clear,Sports
SKU01001,209,30.0,None,High,75,Markdown/Clear,Toys
SKU01002,453,12.0,None,High,75,Markdown/Clear,Sports
SKU01003,323,15.0,None,High,75,Markdown/Clear,Health
SKU01004,140,20.0,None,High,75,Markdown/Clear,Health
SKU01005,163,25.0,None,High,75,Markdown/Clear,Beauty
SKU01006,414,8.0,None,High,75,Markdown/Clear,Automotive
SKU01007,364,30.0,None,High,75,Markdown/Clear,Health
SKU01008,427,12.0,None,High,75,Markdown/Clear,Food
SKU01009,403,15.0,None,High,75,Markdown/Clear,Automotive
SKU01010,305,20.0,None,High,75,Markdown/Clear,Sports
SKU01011,198,25.0,None,High,75,Markdown/Clear,Home & Garden
SKU01012,158,8.0,None,High,75,Markdown/Clear,Electronics
SKU01013,376,30.0,None,High,75,Markdown/Clear,Sports
SKU01014,454,12.0,None,High,75,Markdown/Clear,Electronics
SKU01015,411,15.0,None,High,75,Markdown/Clear,Sports
SKU01016,90,20.0,None,High,75,Markdown/Clear,Automotive
SKU01017,461,25.0,None,High,75,Markdown/Clear,Electronics
SKU01018,470,8.0,None,High,75,Markdown/Clear,Automotive
SKU01019,332,30.0,None,High,75,Markdown/Clear,Beauty
SKU01020,73,12.0,None,High,75,Markdown/Clear,Health
SKU01021,490,15.0,None,High,75,Markdown/Clear,Food
SKU01022,297,20.0,None,High,75,Markdown/Clear,Beauty
SKU01023,367,25.0,None,High,75,Markdown/Clear,Food
SKU01024,103,8.0,None,High,75,Markdown/Clear,Sports
SKU01025,187,30.0,None,High,75,Markdown/Clear,Home & Garden
SKU01026,134,12.0,None,High,75,Markdown/Clear,Automotive
SKU01027,433,15.0,None,High,75,Markdown/Clear,Home & Garden
SKU01028,381,20.0,None,High,75,Markdown/Clear,Beauty
SKU01029,288,25.0,None,High,75,Markdown/Clear,Sports
SKU01030,392,8.0,None,High,75,Markdown/Clear,Health
SKU01031,239,30.0,None,High,75,Markdown/Clear,Electronics
SKU01032,255,12.0,None,High,75,Markdown/Clear,Food
SKU01033,423,15.0,None,High,75,Markdown/Clear,Books
SKU01034,71,20.0,None,High,75,Markdown/Clear,Automotive
SKU01035,290,25.0,None,High,75,Markdown/Clear,Automotive
SKU01036,475,8.0,None,High,75,Markdown/Clear,Toys
SKU01037,304,30.0,None,High,75,Markdown/Clear,Home & Garden
SKU01038,59,12.0,None,High,75,Markdown/Clear,Toys
SKU01039,373,15.0,None,High,75,Markdown/Clear,Automotive
SKU01040,172,20.0,None,High,75,Markdown/Clear,Clothing
SKU01041,240,25.0,None,High,75,Markdown/Clear,Home & Garden
SKU01042,130,8.0,None,High,75,Markdown/Clear,Toys
SKU01043,145,30.0,None,High,75,Markdown/Clear,Toys
SKU01044,50,12.0,None,High,75,Markdown/Clear,Electronics
SKU01045,175,15.0,None,High,75,Markdown/Clear,Health
SKU01046,300,20.0,None,High,75,Markdown/Clear,Automotive
SKU01047,119,25.0,None,High,75,Markdown/Clear,Toys
SKU01048,294,8.0,None,High,75,Markdown/Clear,Sports
SKU01049,98,30.0,None,High,75,Markdown/Clear,Books
SKU01050,114,12.0,None,High,75,Markdown/Clear,Automotive
SKU01051,149,15.0,None,High,75,Markdown/Clear,Beauty
SKU01052,418,20.0,None,High,75,Markdown/Clear,Food
SKU01053,127,25.0,None,High,75,Markdown/Clear,Food
SKU01054,211,8.0,None,High,75,Markdown/Clear,Automotive
SKU01055,265,30.0,None,High,75,Markdown/Clear,Automotive
SKU01056,426,12.0,None,High,75,Markdown/Clear,Sports
SKU01057,388,15.0,None,High,75,Markdown/Clear,Electronics
SKU01058,385,20.0,None,High,75,Markdown/Clear,Food
SKU01059,289,25.0,None,High,75,Markdown/Clear,Health
SKU01060,253,8.0,None,High,75,Markdown/Clear,Sports
SKU01061,138,30.0,None,High,75,Markdown/Clear,Sports
SKU01062,200,12.0,None,High,75,Markdown/Clear,Electronics
SKU01063,420,15.0,None,High,75,Markdown/Clear,Sports
SKU01064,255,20.0,None,High,75,Markdown/Clear,Toys
SKU01065,163,25.0,None,High,75,Markdown/Clear,Home & Garden
SKU01066,259,8.0,None,High,75,Markdown/Clear,Toys
SKU01067,175,30.0,None,High,75,Markdown/Clear,Home & Garden
SKU01068,332,12.0,None,High,75,Markdown/Clear,Health
SKU01069,146,15.0,None,High,75,Markdown/Clear,Food
SKU01070,383,20.0,None,High,75,Markdown/Clear,Automotive
SKU01071,82,25.0,None,High,75,Markdown/Clear,Beauty
SKU01072,263,8.0,None,High,75,Markdown/Clear,Food
SKU01073,96,30.0,None,High,75,Markdown/Clear,Beauty
SKU01074,190,12.0,None,High,75,Markdown/Clear,Books
SKU01075,128,15.0,None,High,75,Markdown/Clear,Electronics
SKU01076,177,20.0,None,High,75,Markdown/Clear,Books
SKU01077,78,25.0,None,High,75,Markdown/Clear,Clothing
SKU01078,251,8.0,None,High,75,Markdown/Clear,Books
SKU01079,206,30.0,None,High,75,Markdown/Clear,Food
SKU01080,55,12.0,None,High,75,Markdown/Clear,Toys
SKU01081,367,15.0,None,High,75,Markdown/Clear,Food
SKU01082,482,20.0,None,High,75,Markdown/Clear,Beauty
SKU01083,315,25.0,None,High,75,Markdown/Clear,Health
SKU01084,257,8.0,None,High,75,Markdown/Clear,Health
SKU01085,71,30.0,None,High,75,Markdown/Clear,Books
SKU01086,344,12.0,None,High,75,Markdown/Clear,Clothing
SKU01087,90,15.0,None,High,75,Markdown/Clear,Electronics
SKU01088,133,20.0,None,High,75,Markdown/Clear,Health
SKU01089,358,25.0,None,High,75,Markdown/Clear,Clothing
SKU01090,183,8.0,None,High,75,Markdown/Clear,Toys
SKU01091,122,30.0,None,High,75,Markdown/Clear,Toys
SKU01092,149,12.0,None,High,75,Markdown/Clear,Sports
SKU01093,114,15.0,None,High,75,Markdown/Clear,Clothing
SKU01094,358,20.0,None,High,75,Markdown/Clear,Home & Garden
SKU01095,484,25.0,None,High,75,Markdown/Clear,Automotive
SKU01096,405,8.0,None,High,75,Markdown/Clear,Automotive
SKU01097,498,30.0,None,High,75,Markdown/Clear,Clothing
SKU01098,354,12.0,None,High,75,Markdown/Clear,Health
SKU01099,187,15.0,None,High,75,Markdown/Clear,Toys
SKU01100,155,20.0,None,High,75,Markdown/Clear,Beauty
SKU01101,215,25.0,None,High,75,Markdown/Clear,Automotive
SKU01102,103,8.0,None,High,75,Markdown/Clear,Sports
SKU01103,461,30.0,None,High,75,Markdown/Clear,Home & Garden
SKU01104,459,12.0,None,High,75,Markdown/Clear,Health
SKU01105,92,15.0,None,High,75,Markdown/Clear,Toys
SKU01106,261,20.0,None,High,75,Markdown/Clear,Toys
SKU01107,160,25.0,None,High,75,Markdown/Clear,Books
SKU01108,112,8.0,None,High,75,Markdown/Clear,Sports
SKU01109,348,30.0,None,High,75,Markdown/Clear,Health
SKU01110,252,12.0,None,High,75,Markdown/Clear,Automotive
SKU01111,367,15.0,None,High,75,Markdown/Clear,Beauty
SKU01112,387,20.0,None,High,75,Markdown/Clear,Sports
SKU01113,387,25.0,None,High,75,Markdown/Clear,Automotive
SKU01114,492,8.0,None,High,75,Markdown/Clear,Clothing
SKU01115,436,30.0,None,High,75,Markdown/Clear,Home & Garden
SKU01116,425,12.0,None,High,75,Markdown/Clear,Clothing
SKU01117,258,15.0,None,High,75,Markdown/Clear,Clothing
SKU01118,418,20.0,None,High,75,Markdown/Clear,Beauty
SKU01119,86,25.0,None,High,75,Markdown/Clear,Electronics
SKU01120,236,8.0,None,High,75,Markdown/Clear,Beauty
SKU01121,107,30.0,None,High,75,Markdown/Clear,Automotive
SKU01122,469,12.0,None,High,75,Markdown/Clear,Food
SKU01123,199,15.0,None,High,75,Markdown/Clear,Toys
SKU01124,254,20.0,None,High,75,Markdown/Clear,Books
SKU01125,110,25.0,None,High,75,Markdown/Clear,Toys
SKU01126,256,8.0,None,High,75,Markdown/Clear,Books
SKU01127,471,30.0,None,High,75,Markdown/Clear,Toys
SKU01128,390,12.0,None,High,75,Markdown/Clear,Sports
SKU01129,291,15.0,None,High,75,Markdown/Clear,Toys
SKU01130,133,20.0,None,High,75,Markdown/Clear,Electronics
SKU01131,118,25.0,None,High,75,Markdown/Clear,Clothing
SKU01132,493,8.0,None,High,75,Markdown/Clear,Books
SKU01133,202,30.0,None,High,75,Markdown/Clear,Health
SKU01134,393,12.0,None,High,75,Markdown/Clear,Home & Garden
SKU01135,81,15.0,None,High,75,Markdown/Clear,Home & Garden
SKU01136,159,20.0,None,High,75,Markdown/Clear,Beauty
SKU01137,344,25.0,None,High,75,Markdown/Clear,Health
SKU01138,186,8.0,None,High,75,Markdown/Clear,Food
SKU01139,88,30.0,None,High,75,Markdown/Clear,Books
SKU01140,475,12.0,None,High,75,Markdown/Clear,Health
SKU01141,463,15.0,None,High,75,Markdown/Clear,Electronics
SKU01142,288,20.0,None,High,75,Markdown/Clear,Home & Garden
SKU01143,209,25.0,None,High,75,Markdown/Clear,Automotive
SKU01144,94,8.0,None,High,75,Markdown/Clear,Electronics
SKU01145,183,30.0,None,High,75,Markdown/Clear,Automotive
SKU01146,463,12.0,None,High,75,Markdown/Clear,Books
SKU01147,475,15.0,None,High,75,Markdown/Clear,Sports
SKU01148,164,20.0,None,High,75,Markdown/Clear,Electronics
SKU01149,60,25.0,None,High,75,Markdown/Clear,Books
SKU01150,295,8.0,None,High,75,Markdown/Clear,Toys
SKU01151,431,30.0,None,High,75,Markdown/Clear,Health
SKU01152,224,12.0,None,High,75,Markdown/Clear,Home & Garden
SKU01153,244,15.0,None,High,75,Markdown/Clear,Food
SKU01154,498,20.0,None,High,75,Markdown/Clear,Home & Garden
SKU01155,295,25.0,None,High,75,Markdown/Clear,Beauty
SKU01156,288,8.0,None,High,75,Markdown/Clear,Electronics
SKU01157,366,30.0,None,High,75,Markdown/Clear,Health
SKU01158,66,12.0,None,High,75,Markdown/Clear,Clothing
SKU01159,354,15.0,None,High,75,Markdown/Clear,Electronics
SKU01160,354,20.0,None,High,75,Markdown/Clear,Electronics
SKU01161,66,25.0,None,High,75,Markdown/Clear,Food
SKU01162,256,8.0,None,High,75,Markdown/Clear,Food
SKU01163,331,30.0,None,High,75,Markdown/Clear,Home & Garden
SKU01164,205,12.0,None,High,75,Markdown/Clear,Books
SKU01165,370,15.0,None,High,75,Markdown/Clear,Automotive
SKU01166,413,20.0,None,High,75,Markdown/Clear,Books
SKU01167,388,25.0,None,High,75,Markdown/Clear,Automotive
SKU01168,478,8.0,None,High,75,Markdown/Clear,Beauty
SKU01169,230,30.0,None,High,75,Markdown/Clear,Automotive
SKU01170,484,12.0,None,High,75,Markdown/Clear,Automotive
SKU01171,71,15.0,None,High,75,Markdown/Clear,Home & Garden
SKU01172,384,20.0,None,High,75,Markdown/Clear,Home & Garden
SKU01173,98,25.0,None,High,75,Markdown/Clear,Automotive
SKU01174,382,8.0,None,High,75,Markdown/Clear,Clothing
SKU01175,497,30.0,None,High,75,Markdown/Clear,Automotive
SKU01176,388,12.0,None,High,75,Markdown/Clear,Sports
SKU01177,89,15.0,None,High,75,Markdown/Clear,Clothing
SKU01178,181,20.0,None,High,75,Markdown/Clear,Sports
SKU01179,284,25.0,None,High,75,Markdown/Clear,Home & Garden
SKU01180,397,8.0,None,High,75,Markdown/Clear,Beauty
SKU01181,256,30.0,None,High,75,Markdown/Clear,Sports
SKU01182,185,12.0,None,High,75,Markdown/Clear,Clothing
SKU01183,406,15.0,None,High,75,Markdown/Clear,Clothing
SKU01184,258,20.0,None,High,75,Markdown/Clear,Automotive
SKU01185,93,25.0,None,High,75,Markdown/Clear,Health
SKU01186,432,8.0,None,High,75,Markdown/Clear,Food
SKU01187,491,30.0,None,High,75,Markdown/Clear,Home & Garden
SKU01188,326,12.0,None,High,75,Markdown/Clear,Food
SKU01189,294,15.0,None,High,75,Markdown/Clear,Toys
SKU01190,494,20.0,None,High,75,Markdown/Clear,Food
SKU01191,65,25.0,None,High,75,Markdown/Clear,Health
SKU01192,362,8.0,None,High,75,Markdown/Clear,Toys
SKU01193,143,30.0,None,High,75,Markdown/Clear,Toys
SKU01194,444,12.0,None,High,75,Markdown/Clear,Automotive
SKU01195,227,15.0,None,High,75,Markdown/Clear,Health
SKU01196,195,20.0,None,High,75,Markdown/Clear,Electronics
SKU01197,343,25.0,None,High,75,Markdown/Clear,Home & Garden
SKU01198,271,8.0,None,High,75,Markdown/Clear,Electronics
SKU01199,205,30.0,None,High,75,Markdown/Clear,Home & Garden
SKU01200,460,12.0,None,High,75,Markdown/Clear,Electronics
SKU01201,123,15.0,None,High,75,Markdown/Clear,Books
SKU01202,424,20.0,None,High,75,Markdown/Clear,Sports
SKU01203,77,25.0,None,High,75,Markdown/Clear,Books
SKU01204,112,8.0,None,High,75,Markdown/Clear,Food
SKU01205,145,30.0,None,High,75,Markdown/Clear,Health
SKU01206,169,12.0,None,High,75,Markdown/Clear,Beauty
SKU01207,439,15.0,None,High,75,Markdown/Clear,Toys
SKU01208,281,20.0,None,High,75,Markdown/Clear,Books
SKU01209,307,25.0,None,High,75,Markdown/Clear,Toys
SKU01210,430,8.0,None,High,75,Markdown/Clear,Beauty
SKU01211,189,30.0,None,High,75,Markdown/Clear,Beauty
SKU01212,414,12.0,None,High,75,Markdown/Clear,Beauty
SKU01213,449,15.0,None,High,75,Markdown/Clear,Toys
SKU01214,236,20.0,None,High,75,Markdown/Clear,Health
SKU01215,463,25.0,None,High,75,Markdown/Clear,Electronics
SKU01216,135,8.0,None,High,75,Markdown/Clear,Books
SKU01217,405,30.0,None,High,75,Markdown/Clear,Books
SKU01218,404,12.0,None,High,75,Markdown/Clear,Beauty
SKU01219,388,15.0,None,High,75,Markdown/Clear,Food
SKU01220,78,20.0,None,High,75,Markdown/Clear,Home & Garden
SKU01221,123,25.0,None,High,75,Markdown/Clear,Health
SKU01222,325,8.0,None,High,75,Markdown/Clear,Home & Garden
SKU01223,188,30.0,None,High,75,Markdown/Clear,Automotive
SKU01224,246,12.0,None,High,75,Markdown/Clear,Beauty
SKU01225,100,15.0,None,High,75,Markdown/Clear,Books
SKU01226,295,20.0,None,High,75,Markdown/Clear,Books
SKU01227,458,25.0,None,High,75,Markdown/Clear,Electronics
SKU01228,444,8.0,None,High,75,Markdown/Clear,Clothing
SKU01229,104,30.0,None,High,75,Markdown/Clear,Beauty
SKU01230,477,12.0,None,High,75,Markdown/Clear,Books
SKU01231,108,15.0,None,High,75,Markdown/Clear,Automotive
SKU01232,455,20.0,None,High,75,Markdown/Clear,Home & Garden
SKU01233,376,25.0,None,High,75,Markdown/Clear,Electronics
SKU01234,153,8.0,None,High,75,Markdown/Clear,Toys
SKU01235,258,30.0,None,High,75,Markdown/Clear,Clothing
SKU01236,483,12.0,None,High,75,Markdown/Clear,Food
SKU01237,92,15.0,None,High,75,Markdown/Clear,Beauty
SKU01238,271,20.0,None,High,75,Markdown/Clear,Home & Garden
SKU01239,233,25.0,None,High,75,Markdown/Clear,Clothing
SKU01240,482,8.0,None,High,75,Markdown/Clear,Sports
SKU01241,75,30.0,None,High,75,Markdown/Clear,Beauty
SKU01242,348,12.0,None,High,75,Markdown/Clear,Beauty
SKU01243,78,15.0,None,High,75,Markdown/Clear,Sports
SKU01244,258,20.0,None,High,75,Markdown/Clear,Food
SKU01245,193,25.0,None,High,75,Markdown/Clear,Beauty
SKU01246,94,8.0,None,High,75,Markdown/Clear,Beauty
SKU01247,204,30.0,None,High,75,Markdown/Clear,Home & Garden
SKU01248,228,12.0,None,High,75,Markdown/Clear,Food
SKU01249,313,15.0,None,High,75,Markdown/Clear,Books
SKU01250,429,20.0,None,High,75,Markdown/Clear,Food
SKU01251,482,25.0,None,High,75,Markdown/Clear,Electronics
SKU01252,452,8.0,None,High,75,Markdown/Clear,Home & Garden
SKU01253,120,30.0,None,High,75,Markdown/Clear,Food
SKU01254,99,12.0,None,High,75,Markdown/Clear,Sports
SKU01255,101,15.0,None,High,75,Markdown/Clear,Sports
SKU01256,342,20.0,None,High,75,Markdown/Clear,Books
SKU01257,285,25.0,None,High,75,Markdown/Clear,Beauty
SKU01258,159,8.0,None,High,75,Markdown/Clear,Beauty
SKU01259,109,30.0,None,High,75,Markdown/Clear,Health
SKU01260,98,12.0,None,High,75,Markdown/Clear,Sports
SKU01261,135,15.0,None,High,75,Markdown/Clear,Clothing
SKU01262,215,20.0,None,High,75,Markdown/Clear,Beauty
SKU01263,179,25.0,None,High,75,Markdown/Clear,Food
SKU01264,351,8.0,None,High,75,Markdown/Clear,Books
SKU01265,315,30.0,None,High,75,Markdown/Clear,Beauty
SKU01266,161,12.0,None,High,75,Markdown/Clear,Food
SKU01267,114,15.0,None,High,75,Markdown/Clear,Health
SKU01268,488,20.0,None,High,75,Markdown/Clear,Beauty
SKU01269,327,25.0,None,High,75,Markdown/Clear,Automotive
SKU01270,67,8.0,None,High,75,Markdown/Clear,Beauty
SKU01271,448,30.0,None,High,75,Markdown/Clear,Food
SKU01272,62,12.0,None,High,75,Markdown/Clear,Automotive
SKU01273,197,15.0,None,High,75,Markdown/Clear,Books
SKU01274,381,20.0,None,High,75,Markdown/Clear,Toys
SKU01275,376,25.0,None,High,75,Markdown/Clear,Home & Garden
SKU01276,488,8.0,None,High,75,Markdown/Clear,Food
SKU01277,394,30.0,None,High,75,Markdown/Clear,Beauty
SKU01278,414,12.0,None,High,75,Markdown/Clear,Books
SKU01279,126,15.0,None,High,75,Markdown/Clear,Health
SKU01280,144,20.0,None,High,75,Markdown/Clear,Food
SKU01281,121,25.0,None,High,75,Markdown/Clear,Toys
SKU01282,471,8.0,None,High,75,Markdown/Clear,Books
SKU01283,461,30.0,None,High,75,Markdown/Clear,Toys
SKU01284,145,12.0,None,High,75,Markdown/Clear,Toys
SKU01285,234,15.0,None,High,75,Markdown/Clear,Automotive
SKU01286,436,20.0,None,High,75,Markdown/Clear,Health
SKU01287,336,25.0,None,High,75,Markdown/Clear,Electronics
SKU01288,357,8.0,None,High,75,Markdown/Clear,Books
SKU01289,303,30.0,None,High,75,Markdown/Clear,Automotive
SKU01290,437,12.0,None,High,75,Markdown/Clear,Sports
SKU01291,325,15.0,None,High,75,Markdown/Clear,Health
SKU01292,469,20.0,None,High,75,Markdown/Clear,Electronics
SKU01293,322,25.0,None,High,75,Markdown/Clear,Electronics
SKU01294,223,8.0,None,High,75,Markdown/Clear,Food
SKU01295,160,30.0,None,High,75,Markdown/Clear,Health
SKU01296,238,12.0,None,High,75,Markdown/Clear,Books
SKU01297,295,15.0,None,High,75,Markdown/Clear,Food
SKU01298,408,20.0,None,High,75,Markdown/Clear,Electronics
SKU01299,220,25.0,None,High,75,Markdown/Clear,Clothing
SKU01300,386,8.0,None,High,75,Markdown/Clear,Books
SKU01301,250,30.0,None,High,75,Markdown/Clear,Electronics
SKU01302,433,12.0,None,High,75,Markdown/Clear,Automotive
SKU01303,357,15.0,None,High,75,Markdown/Clear,Books
SKU01304,93,20.0,None,High,75,Markdown/Clear,Electronics
SKU01305,337,25.0,None,High,75,Markdown/Clear,Electronics
SKU01306,441,8.0,None,High,75,Markdown/Clear,Automotive
SKU01307,317,30.0,None,High,75,Markdown/Clear,Automotive
SKU01308,239,12.0,None,High,75,Markdown/Clear,Electronics
SKU01309,400,15.0,None,High,75,Markdown/Clear,Home & Garden
SKU01310,270,20.0,None,High,75,Markdown/Clear,Electronics
SKU01311,456,25.0,None,High,75,Markdown/Clear,Books
SKU01312,151,8.0,None,High,75,Markdown/Clear,Toys
SKU01313,249,30.0,None,High,75,Markdown/Clear,Home & Garden
SKU01314,393,12.0,None,High,75,Markdown/Clear,Home & Garden
SKU01315,112,15.0,None,High,75,Markdown/Clear,Books
SKU01316,322,20.0,None,High,75,Markdown/Clear,Home & Garden
SKU01317,77,25.0,None,High,75,Markdown/Clear,Toys
SKU01318,420,8.0,None,High,75,Markdown/Clear,Clothing
SKU01319,348,30.0,None,High,75,Markdown/Clear,Sports
SKU01320,357,12.0,None,High,75,Markdown/Clear,Sports
SKU01321,132,15.0,None,High,75,Markdown/Clear,Electronics
SKU01322,333,20.0,None,High,75,Markdown/Clear,Home & Garden
SKU01323,345,25.0,None,High,75,Markdown/Clear,Beauty
SKU01324,471,8.0,None,High,75,Markdown/Clear,Health
SKU01325,233,30.0,None,High,75,Markdown/Clear,Beauty
SKU01326,286,12.0,None,High,75,Markdown/Clear,Toys
SKU01327,299,15.0,None,High,75,Markdown/Clear,Beauty
SKU01328,453,20.0,None,High,75,Markdown/Clear,Automotive
SKU01329,260,25.0,None,High,75,Markdown/Clear,Beauty
SKU01330,244,8.0,None,High,75,Markdown/Clear,Health
